,Name,Gender,Age,Ethnicity,Family_Status,Number_Caretakers,State_Caretakers,Number_Siblings,Order_Among_Siblings,State_Residence,Country,State_Country,State,State_State,State_School,State_Teachers,State_Classmates,Academic_Level,Grade,Academic_Passion,Years_Failed,Commute_Distance,Commute_Method,Commute_Duration,State_Commute,Work,Work_Type,State_Work,Dropout
158,Ricky Moore,male,40,Asian,Adopted,2,6,3,2,8,Ireland,7.085,Mayo,5,3,7,4,B−,M2,8,1,7.4,bicycle,74,1,True,craftsmanship,8,True
159,اميرحسين حیدری,male,57,Arab,Adopted,1,7,1,1,9,Iran,5.721,زنجان,3,8,9,8,F,3,9,1,5.8,bicycle,58,8,True,craftsmanship,9,True
160,Jon Olson,male,24,Hispanic,Adopted,4,8,1,1,8,United Kingdom,8.064,Shropshire,8,1,7,2,D+,13,1,3,3.1,walking,186,8,True,repetitive labour,6,False
161,Katrina Ellis,female,59,Asian,extended family,4,7,4,3,9,United States,4.951,North Dakota,2,8,3,6,D−,14,5,3,0.8,metro,12,5,False,,,False
162,Philippe Clark,male,41,Hispanic,Abandonned,2,5,2,2,6,Canada,9.103,Nova Scotia,1,10,8,2,D+,10,7,3,2.2,train,18,1,True,hobby,8,True
163,Tom Effenberger,male,30,Asian,step family,5,5,1,1,1,Germany,8.155000000000001,Sachsen-Anhalt,3,1,5,1,C−,14,6,0,3.8,taxi,25,9,True,craftsmanship,10,False
164,Anna Olsen,female,77,Hispanic,extended family,4,1,1,1,6,Denmark,9.620000000000001,Hovedstaden,8,3,1,2,A,L1,10,3,11.0,taxi,73,4,True,hobby,10,False
165,Isabella Wade,female,38,Arab,Abandonned,1,3,1,1,7,United Kingdom,8.064,Shropshire,7,10,4,8,A,1,8,1,8.3,taxi,55,10,False,,,False
166,Kylie Lambert,female,41,Asian,biological family,3,7,1,1,6,United States,7.951,Vermont,5,3,1,4,B,11,7,1,5.2,bicycle,52,7,True,hobby,9,True
167,Selma Krumm,female,29,Hispanic,step family,2,7,1,1,8,Germany,8.155000000000001,Hessen,6,9,2,7,A,L3,3,3,14.9,taxi,99,8,False,,,False
168,Eden King,female,27,Arab,Abandonned,2,8,4,3,2,New Zealand,6.277,Taranaki,1,3,9,8,B−,3,4,0,2.1,taxi,14,6,False,,,True
169,Annegret Michels,female,47,Asian,extended family,4,6,2,2,7,Germany,7.155,Rheinland-Pfalz,3,7,9,7,D,M2,8,0,21.0,car,126,7,True,family business,5,True
170,Sebastian Poulsen,male,46,Asian,step family,1,2,1,1,7,Denmark,6.62,Midtjylland,5,1,1,3,D,3,2,2,0.8,train,6,7,True,repetitive labour,3,False
171,Željko Jakovljević,male,30,Arab,Adopted,5,2,4,4,5,Serbia,4.078,Pčinja,1,7,9,3,B−,10,8,0,4.4,walking,264,6,False,,,True
172,Alfred Rasmussen,male,39,Asian,extended family,4,6,2,1,10,Denmark,5.62,Sjælland,1,2,8,6,F,11,9,0,4.9,train,42,7,False,,,False
173,Eliza Williams,female,30,Hispanic,extended family,1,10,3,3,9,United Kingdom,6.064,Essex,1,1,8,2,B−,6,5,2,20.5,metro,307,2,False,,,True
174,Fabiola Fernandez,female,27,Black,extended family,3,5,4,4,2,Switzerland,8.571,Obwalden,8,3,9,9,D,M1,3,0,11.3,bus,113,10,False,,,False
175,Ümit Erçetin,male,41,White,Abandonned,5,4,4,4,9,Turkey,2.9480000000000004,Afyonkarahisar,1,8,10,9,F,8,9,1,13.7,bicycle,137,5,False,,,False
176,Clara Menard,female,65,Black,biological family,1,8,2,1,3,France,7.69,Orne,7,5,5,4,D,L3,1,1,8.0,train,68,3,True,hobby,1,True
177,Ülkü Koçoğlu,female,77,Hispanic,biological family,4,9,1,1,8,Turkey,2.9480000000000004,Edirne,2,10,3,8,C,11,3,0,11.6,bicycle,116,10,True,craftsmanship,10,False
178,محمدپارسا نكو نظر,male,64,Asian,extended family,4,4,4,2,5,Iran,6.721,یزد,1,8,5,9,D+,M2,10,0,23.0,bicycle,230,3,True,repetitive labour,9,False
179,Deborah Herrera,female,55,White,Adopted,4,7,2,2,7,United Kingdom,8.064,Mid Glamorgan,3,6,5,9,C,L3,5,0,4.1,train,35,8,False,,,True
180,Jacob Chow,male,74,Arab,Abandonned,5,2,3,3,10,Canada,6.103,British Columbia,1,7,5,4,C−,M2,6,1,0.9,metro,13,1,True,repetitive labour,8,False
181,Yessica Vester,female,63,Black,step family,1,10,1,1,6,Netherlands,5.464,Limburg,5,2,7,9,C,14,5,1,5.4,motorbike,32,10,True,craftsmanship,2,False
182,Hailey Flem,female,32,Arab,Adopted,1,8,2,1,6,Norway,5.392,Bergen,1,8,5,2,B+,L1,8,3,13.1,car,78,8,False,,,True
183,Naiara Pereira,female,60,Arab,biological family,1,2,4,3,2,Brazil,5.33,Rio Grande do Norte,5,2,5,5,C,10,5,2,12.8,car,76,6,False,,,False
184,Adrien Leroy,male,45,Arab,Adopted,4,2,2,2,3,France,8.690000000000001,Deux-Sèvres,5,1,7,6,B,M1,3,1,5.7,car,34,7,False,,,False
185,Batur Kurutluoğlu,male,44,Hispanic,Adopted,2,6,2,2,3,Turkey,4.948,Aydın,4,9,5,5,B,1,2,1,3.4,bicycle,34,5,False,,,False
186,Tatiane Caldeira,female,34,Asian,Adopted,1,3,3,2,3,Brazil,8.33,Paraná,8,8,8,3,C,12,9,1,7.7,train,66,2,True,hobby,7,False
187,Latife Atan,female,39,Asian,extended family,2,9,2,1,9,Turkey,3.9480000000000004,Sinop,1,8,10,4,D−,2,1,3,2.0,bus,20,8,True,hobby,7,False
188,Elmer Lee,male,54,Asian,step family,3,6,1,1,8,Ireland,7.085,Donegal,6,2,5,9,B+,7,4,2,0.8,bus,8,5,True,hobby,6,True
189,Sofia Vicente,female,27,Arab,Abandonned,4,5,4,1,9,Spain,8.491,Ceuta,1,6,5,3,D,L3,5,3,7.7,car,46,10,False,,,True
190,Damiano Laurent,male,46,Black,step family,2,7,1,1,9,Switzerland,7.571,Fribourg,7,1,8,2,D,L2,4,2,7.7,train,66,3,True,hobby,4,False
191,Frida Jensen,female,54,Asian,step family,2,6,4,1,9,Denmark,9.620000000000001,Sjælland,7,2,1,9,C+,L3,2,0,2.5,bus,25,7,False,,,True
192,محمدپارسا محمدخان,male,31,Asian,Adopted,4,7,1,1,1,Iran,5.721,چهارمحال و بختیاری,1,5,8,7,D−,14,7,1,16.0,motorbike,96,4,False,,,True
193,Neha Pujari,female,61,Arab,extended family,2,5,1,1,5,India,4.819,Madhya Pradesh,4,1,3,8,D+,4,4,2,4.9,car,29,7,False,,,False
194,Ortrun Springer,female,45,White,Adopted,4,4,3,3,2,Germany,6.155,Hamburg,6,4,2,1,A,5,10,3,5.1,taxi,34,8,False,,,True
195,Paula Bravo,female,71,Asian,biological family,2,2,3,3,9,Spain,8.491,Melilla,5,2,2,6,B−,6,6,1,13.4,car,80,6,False,,,True
196,Saladino Sales,male,51,White,Abandonned,4,5,2,1,8,Brazil,8.33,Rio Grande do Norte,7,1,4,4,A+,L2,9,1,5.0,metro,75,3,False,,,False
197,Mavka Krutko,female,45,White,extended family,5,9,2,2,8,Ukraine,6.875,Mikolayivska,6,7,5,1,C,8,3,1,16.5,walking,990,9,False,,,True
198,Sayali Kini,female,47,Hispanic,step family,1,10,4,4,5,India,3.819,Bihar,1,6,10,2,F,M1,7,0,0.5,car,3,8,True,repetitive labour,5,False
199,Maddison Li,female,74,Arab,extended family,4,7,4,4,4,New Zealand,6.277,Bay of Plenty,3,9,3,8,B+,1,1,2,8.0,motorbike,48,5,True,hobby,6,False
200,Aléxio Barbosa,male,67,Arab,biological family,2,5,2,2,6,Brazil,4.33,Mato Grosso do Sul,4,9,4,4,D+,6,6,3,10.1,bus,101,1,False,,,True
201,Horiv Drizhenko,male,28,Arab,Adopted,2,6,3,3,4,Ukraine,6.875,Donecka,2,8,3,6,C−,5,3,3,2.3,taxi,15,6,False,,,False
202,Ian Curtis,male,49,Black,Abandonned,5,9,3,1,8,Australia,7.183,New South Wales,4,3,3,2,C,8,5,0,4.0,metro,60,8,True,repetitive labour,5,False
203,Clecira Lima,female,43,Hispanic,extended family,1,5,4,4,7,Brazil,8.33,Rio Grande do Norte,4,7,6,6,B+,L3,3,2,6.1,train,52,6,False,,,False
204,Josh Tucker,male,54,White,biological family,3,5,2,2,8,Ireland,9.085,Fingal,4,6,1,1,D−,9,1,2,1.0,bus,10,1,False,,,True
205,Ranko Vujičić,male,38,Hispanic,extended family,2,6,4,4,8,Serbia,7.078,Moravica,2,5,7,6,B,6,4,3,2.3,car,13,6,False,,,False
206,Kent Torres,male,62,White,biological family,2,2,4,2,10,United Kingdom,5.064,Hampshire,1,5,6,7,B+,4,3,0,3.8,taxi,25,3,False,,,True
207,Supritha Kulkarni,female,28,Black,biological family,2,6,4,1,1,India,4.819,Puducherry,4,9,3,1,C+,M1,3,2,6.4,train,54,4,False,,,True
208,Nella Ranta,female,36,Hispanic,biological family,4,5,3,1,6,Finland,9.841999999999999,Tavastia Proper,8,4,6,2,D,8,9,2,15.5,train,132,7,True,repetitive labour,8,True
209,Fabiano Lima,male,73,White,extended family,2,6,3,3,6,Brazil,7.33,Paraná,4,5,10,8,A−,8,1,0,1.4,car,8,6,False,,,False
210,Melanie Romero,female,49,Arab,biological family,1,7,1,1,10,United States,4.951,Alaska,3,6,1,8,B,1,1,1,1.7,walking,102,9,False,,,True
211,Yuvraj Vernekar,male,70,Hispanic,step family,2,6,4,2,9,India,5.819,Jharkhand,2,7,1,10,B−,L1,6,2,12.5,taxi,83,2,False,,,True
212,Alvin Myers,male,76,Hispanic,step family,2,10,2,2,5,Ireland,9.085,Wicklow,3,1,7,5,B+,8,1,2,8.6,metro,129,2,False,,,False
213,Ercan Burkert,male,23,Arab,biological family,1,3,1,1,10,Germany,7.155,Mecklenburg-Vorpommern,1,8,1,3,A,5,5,2,13.7,walking,822,10,False,,,True
214,Jerome Doyle,male,55,White,step family,4,4,3,2,10,Ireland,5.085,Galway,1,10,10,4,C+,L3,1,1,1.6,taxi,10,6,True,repetitive labour,1,True
215,Daniela Medina,female,78,Arab,step family,3,10,4,3,10,Spain,6.491,Asturias,4,2,6,9,D,M1,9,2,4.7,metro,70,8,True,repetitive labour,2,False
216,Nadežda Tadić,female,61,Black,step family,3,9,3,3,4,Serbia,8.078,South Banat,6,7,8,5,D−,5,6,1,4.6,bicycle,46,10,True,craftsmanship,1,False
217,Özsu Paksüt,female,62,White,Abandonned,2,2,3,1,9,Turkey,6.948,Kocaeli,2,3,4,7,C+,11,3,2,10.1,bicycle,101,6,False,,,True
218,Cohen Green,male,52,White,Abandonned,2,1,4,1,5,New Zealand,8.277000000000001,Northland,5,2,9,3,F,14,2,0,12.5,taxi,83,4,False,,,True
219,زهرا نكو نظر,female,52,Asian,biological family,2,8,3,1,7,Iran,2.721,همدان,1,10,1,10,A,7,2,3,14.3,train,122,10,True,family business,4,False
220,Samantha Wade,female,48,White,Abandonned,4,10,3,2,6,United States,7.951,North Dakota,3,1,5,10,C,L3,3,0,5.6,taxi,37,4,False,,,True
221,Bozhan Tomashchuk,male,24,Arab,Adopted,4,6,4,2,3,Ukraine,6.875,Mikolayivska,4,8,7,4,D,11,3,1,12.5,metro,187,10,True,family business,2,False
222,Ben Powell,male,42,Hispanic,Adopted,1,1,2,1,9,United States,5.951,Kentucky,2,6,6,9,A,7,4,1,1.6,taxi,10,1,True,family business,1,False
223,Quinn Chen,male,29,Arab,extended family,1,2,2,1,8,New Zealand,9.277000000000001,Canterbury,6,5,3,4,B+,3,1,0,2.5,taxi,16,10,True,hobby,6,False
224,Nalan Körmükçü,female,24,Black,Abandonned,2,9,4,1,2,Turkey,6.948,Kahramanmaraş,4,5,7,8,A+,11,4,0,15.0,bus,150,5,False,,,False
225,Hetty Voorn,female,27,Arab,biological family,4,1,1,1,2,Netherlands,6.464,Noord-Holland,1,1,10,10,D,3,2,0,6.3,bus,63,10,False,,,False
226,Akseli Wiitala,male,76,Arab,Adopted,5,3,1,1,3,Finland,7.842,Kymenlaakso,1,3,8,8,C−,14,7,0,0.6,car,3,10,True,repetitive labour,2,True
227,Anea Haavik,female,38,Black,Abandonned,4,9,4,2,4,Norway,6.392,Sør-Trøndelag,1,1,4,3,D+,1,9,1,3.4,car,20,7,False,,,True
228,Tomasz Kuntze,male,46,Hispanic,extended family,4,6,1,1,4,Germany,6.155,Niedersachsen,4,5,1,2,D−,2,9,1,0.8,motorbike,4,6,True,repetitive labour,7,False
229,Ariadna Angulo,female,70,Black,step family,5,7,2,1,5,Mexico,5.317,Tamaulipas,4,3,8,6,B+,L3,3,3,2.0,bicycle,20,8,True,repetitive labour,4,False
230,Benjamin Mathieu,male,24,Arab,extended family,2,3,2,2,9,France,8.690000000000001,Saône-et-Loire,1,4,9,6,D,M2,7,2,9.2,motorbike,55,3,True,craftsmanship,5,False
231,Bill Watts,male,54,White,step family,5,5,3,2,6,Australia,8.183,Australian Capital Territory,5,6,8,5,D−,13,6,3,11.3,taxi,75,7,True,hobby,3,True
232,Dawn Van Grondelle,female,40,Asian,Adopted,1,1,4,3,6,Netherlands,7.464,Limburg,1,2,5,8,D−,7,7,2,6.0,walking,360,1,False,,,False
233,Branka Šijan,female,43,Asian,biological family,1,1,3,2,9,Serbia,6.078,Podunavlje,3,3,1,4,C,L1,1,0,13.1,walking,786,6,False,,,True
234,Phoebe Zhang,female,36,Hispanic,biological family,4,3,1,1,2,New Zealand,6.277,Southland,1,9,7,8,A,2,8,2,8.9,motorbike,53,9,True,hobby,1,False
235,Özkan Arıcan,male,56,Arab,Adopted,2,9,4,4,2,Turkey,2.9480000000000004,Bursa,2,10,5,10,A−,11,9,2,2.6,bicycle,26,8,True,repetitive labour,6,False
236,May Kringstad,female,47,Asian,biological family,2,4,1,1,10,Norway,9.392,Vestfold,2,5,7,1,D−,L2,9,3,3.9,walking,234,10,False,,,False
237,Daniel Lo,male,73,Hispanic,step family,1,8,1,1,1,Canada,6.103,British Columbia,5,6,8,8,D+,9,5,0,23.0,walking,1380,1,False,,,False
238,Jaïro Heessels,male,59,Hispanic,Abandonned,4,10,3,3,6,Netherlands,6.464,Friesland,4,8,6,2,F,4,7,1,23.5,train,201,5,True,craftsmanship,6,False
239,Abbas Svanberg,male,73,Hispanic,extended family,4,8,2,2,10,Norway,9.392,Akershus,4,4,9,2,A,L1,2,0,13.4,metro,201,9,False,,,True
240,Peetu Hietala,male,36,Arab,Adopted,4,10,1,1,2,Finland,6.842,Northern Savonia,4,6,6,10,B−,L2,5,3,5.2,bus,52,2,True,repetitive labour,6,False
241,Marsha Andrews,female,58,Arab,Adopted,4,10,2,2,5,United States,6.951,South Dakota,2,8,6,9,B+,4,8,0,7.1,bicycle,71,9,True,family business,5,True
242,Keerthi Saldanha,female,21,Arab,extended family,3,8,3,3,1,India,4.819,Andaman and Nicobar Islands,2,2,2,7,F,13,3,3,18.0,motorbike,108,3,True,craftsmanship,4,True
243,Chloe Abraham,female,67,White,Abandonned,4,2,2,1,4,Canada,5.103,Newfoundland and Labrador,4,8,4,3,C,10,6,0,1.8,train,15,6,False,,,True
244,Isaac de Jesús,male,27,Hispanic,step family,4,3,3,1,9,Mexico,4.317,Baja California Sur,3,6,8,1,B,7,2,0,4.2,taxi,28,2,False,,,False
245,Sarah Nichols,female,42,Hispanic,Abandonned,5,3,4,1,9,Ireland,9.085,Monaghan,8,3,5,9,C,7,7,0,3.6,car,21,2,False,,,False
246,Vedat Beşok,male,77,Black,biological family,3,5,2,2,9,Turkey,5.948,İstanbul,5,7,9,10,A−,8,8,2,5.2,metro,78,2,True,repetitive labour,1,False
247,Verónica Blanco,female,49,Arab,step family,4,3,3,2,7,Spain,4.491,Extremadura,4,7,10,2,D−,7,4,2,23.0,car,138,10,True,craftsmanship,6,False
248,Gonca Küçükler,female,64,White,biological family,5,10,2,1,9,Turkey,2.9480000000000004,Afyonkarahisar,1,1,10,8,F,3,6,2,7.1,taxi,47,3,True,craftsmanship,1,False
249,Krish Bansal,male,32,Arab,biological family,1,5,3,1,6,India,5.819,Mizoram,3,5,5,1,C+,L2,9,3,14.3,metro,214,1,False,,,False
250,Daksh Saniel,male,76,Black,Abandonned,3,10,3,1,5,India,3.819,Madhya Pradesh,1,4,7,7,A−,9,7,1,1.6,bicycle,16,7,False,,,False
251,Calvin Cox,male,27,Hispanic,step family,5,5,2,1,3,United States,6.951,North Dakota,6,1,4,4,B+,11,7,0,11.3,bicycle,113,3,True,hobby,9,False
252,Tomas Cortes,male,51,White,step family,2,7,4,4,2,Spain,5.491,Asturias,3,4,5,10,D−,10,7,1,5.7,bus,57,3,False,,,False
253,Rosa Jensen,female,50,Asian,Adopted,1,10,1,1,9,Denmark,9.620000000000001,Syddanmark,9,6,3,4,C+,3,3,3,9.5,taxi,63,9,False,,,False
254,Steve Richards,male,36,Hispanic,extended family,1,4,1,1,9,Australia,9.183,Northern Territory,8,7,5,1,B−,2,6,3,19.5,taxi,130,4,True,family business,2,True
255,Ömür Erberk,female,57,Black,Abandonned,4,3,1,1,8,Turkey,5.948,Niğde,3,2,2,2,C−,L2,2,1,1.0,bus,10,1,True,family business,1,True
256,Agneta Hardy,female,24,Hispanic,biological family,2,7,2,2,1,Netherlands,6.464,Friesland,6,1,8,1,A−,M2,4,0,5.5,train,47,6,True,craftsmanship,4,False
257,Julius Corver,male,39,White,step family,1,3,4,2,8,Netherlands,8.464,Friesland,2,2,8,4,F,M2,2,1,4.2,bus,42,6,False,,,True
258,Alco Mensing,male,49,Asian,Adopted,3,1,1,1,8,Netherlands,6.464,Groningen,1,4,7,5,B+,1,4,3,5.4,metro,81,3,True,craftsmanship,2,True
259,Guadalupe Mascareñas,female,21,Hispanic,Abandonned,5,10,4,3,7,Mexico,7.317,Oaxaca,3,1,5,2,A,9,6,3,4.8,motorbike,28,10,False,,,False
260,Joshua Patel,male,22,Arab,Adopted,1,6,3,1,3,New Zealand,7.277,Nelson,2,8,6,4,C,L2,5,3,2.1,bicycle,21,8,True,repetitive labour,4,False
261,Leah Byrd,female,58,Hispanic,Adopted,5,8,1,1,7,Ireland,9.085,Offaly,3,5,10,6,D,7,3,1,7.1,motorbike,42,5,True,repetitive labour,9,True
262,Liana Freitas,female,59,Hispanic,Adopted,5,5,2,2,3,Brazil,5.33,Ceará,2,4,2,5,A+,M2,6,2,8.9,taxi,59,4,False,,,True
263,Stephen Taylor,male,47,White,Adopted,2,7,2,1,5,Australia,7.183,South Australia,3,1,7,4,A+,L3,5,0,1.3,bus,13,4,False,,,True
264,Fatma Erez,female,38,Hispanic,extended family,2,1,3,2,9,Turkey,6.948,Iğdır,4,8,7,5,C−,4,1,2,22.5,motorbike,135,5,False,,,True
265,Noemí Leyva,female,73,Black,extended family,2,6,4,1,1,Mexico,8.317,Chiapas,3,8,5,7,B,13,7,0,17.5,motorbike,105,5,True,repetitive labour,7,False
266,Molly Robinson,female,57,Asian,extended family,3,9,2,1,1,Ireland,6.085,Kilkenny,1,8,9,9,D,3,3,1,13.1,car,78,3,True,family business,10,True
267,Laura Hammerø,female,58,Hispanic,Abandonned,1,4,3,2,7,Norway,5.392,Akershus,5,8,4,3,B+,5,1,2,3.4,train,29,1,True,hobby,9,False
268,Karen Thompson,female,70,Hispanic,extended family,4,5,1,1,6,United Kingdom,7.064,County Down,2,1,3,4,D,3,1,1,4.0,walking,240,4,False,,,True
269,Kaća Katanić,female,42,Black,biological family,3,10,3,3,7,Serbia,7.078,Zaječar,3,2,7,1,A+,M2,6,0,1.6,bus,16,6,False,,,False
270,محمدامين کریمی,male,42,Hispanic,Abandonned,1,1,1,1,4,Iran,5.721,چهارمحال و بختیاری,5,1,8,2,A+,12,1,3,8.0,metro,120,1,True,hobby,10,True
271,Chris Medina,male,72,White,Adopted,3,5,3,1,6,United States,6.951,Iowa,6,9,1,10,A,7,6,2,23.5,taxi,156,10,False,,,True
272,Lillian Jennings,female,71,Black,extended family,4,4,3,1,10,Australia,5.183,New South Wales,4,8,5,7,D−,2,5,1,14.0,car,84,9,False,,,True
273,Tanish Nair,male,43,Black,step family,5,8,4,1,3,India,3.819,Gujarat,3,8,7,2,D+,2,4,0,3.5,taxi,23,4,True,craftsmanship,10,True
274,Juan Valverde,male,41,White,step family,5,9,1,1,2,Mexico,4.317,Tabasco,1,4,5,8,C−,9,10,3,2.7,motorbike,16,9,False,,,False
275,Jayden Sutton,male,34,Arab,Adopted,3,10,3,1,4,United States,5.951,Alabama,3,10,2,9,F,1,1,0,3.1,train,26,3,False,,,False
276,Catalina Prieto,female,62,Arab,biological family,1,1,2,1,3,Spain,4.491,Aragón,1,9,9,1,D,8,7,3,19.0,metro,285,5,True,craftsmanship,3,False
277,Emilie Lucas,female,48,Asian,extended family,3,10,2,2,3,France,4.69,Jura,4,8,7,1,B,L1,2,3,2.1,walking,126,7,True,repetitive labour,6,True
278,Gaëlle Carpentier,female,53,White,biological family,2,2,1,1,5,Switzerland,8.571,Solothurn,2,2,1,9,C,13,10,3,24.5,motorbike,147,5,False,,,False
279,Marie Christensen,female,75,Hispanic,Adopted,5,1,2,2,8,Denmark,7.62,Midtjylland,6,10,10,4,B,1,10,3,0.8,bus,8,10,True,hobby,1,True
280,Eliah Juvik,male,56,Black,step family,1,10,2,1,7,Norway,7.392,Buskerud,7,6,6,8,B,L3,4,0,2.2,metro,33,7,False,,,True
281,Lonnie Watts,male,58,Asian,extended family,2,7,2,2,10,United States,4.951,Maryland,3,4,5,2,F,9,9,3,10.1,motorbike,60,6,False,,,True
282,Charles Morin,male,64,Hispanic,extended family,5,8,1,1,2,Canada,8.103,Saskatchewan,3,4,3,9,C−,1,2,2,11.0,bicycle,110,9,False,,,True
283,Fenne Van Essen,female,57,Arab,Abandonned,5,10,1,1,7,Netherlands,5.464,Friesland,3,4,6,3,D−,11,2,1,19.0,taxi,126,4,True,family business,4,True
284,Juana Álvarez,female,58,White,step family,3,7,2,1,2,Spain,6.491,Galicia,6,6,9,9,A,12,9,0,4.5,bicycle,45,3,False,,,True
285,Ayşe Alyanak,female,42,Hispanic,extended family,1,2,3,1,10,Turkey,5.948,Ağrı,2,3,3,4,F,7,7,2,19.5,motorbike,117,7,False,,,True
286,Mustafa Gümüşpala,male,39,Hispanic,Abandonned,3,7,2,1,5,Turkey,6.948,Gümüşhane,5,2,5,5,C−,7,7,3,3.4,motorbike,20,4,True,hobby,2,True
287,Mike Barbier,male,73,Arab,extended family,4,7,3,1,7,Switzerland,5.571,Basel-Landschaft,5,5,3,8,A−,L2,10,1,7.4,train,63,3,True,repetitive labour,8,False
288,Noah Walker,male,35,Arab,step family,3,6,2,2,3,Canada,9.103,Alberta,5,9,8,1,C−,14,8,2,3.4,train,29,7,False,,,False
289,Barış Eronat,male,32,White,extended family,1,3,4,4,7,Turkey,5.948,Kayseri,4,1,10,5,B−,6,6,0,1.7,bicycle,17,9,False,,,True
290,Marion Jacobs,male,53,Arab,Adopted,2,5,3,3,6,United Kingdom,8.064,East Sussex,8,2,2,6,C+,10,9,2,2.4,bus,23,9,False,,,False
291,Hema Chatterjee,female,57,White,extended family,5,10,4,4,10,India,4.819,Chhattisgarh,4,10,1,8,C−,13,4,3,8.3,bus,83,5,False,,,True
292,آوینا جعفری,female,28,White,extended family,2,1,3,1,6,Iran,3.721,همدان,3,7,2,2,F,11,2,1,22.0,car,132,5,True,craftsmanship,6,True
293,Ilaria Andre,female,68,Asian,step family,3,6,2,1,5,Switzerland,6.571,Bern,6,8,7,1,B−,9,5,1,24.5,taxi,163,7,False,,,False
294,Aaron Chen,male,38,Hispanic,step family,3,5,4,1,9,New Zealand,6.277,Southland,6,10,4,5,B−,6,9,2,5.5,bus,55,8,True,craftsmanship,9,False
295,Romina Marchand,female,67,Asian,biological family,3,2,4,4,1,Switzerland,5.571,Fribourg,3,9,8,10,A,M1,1,1,10.4,taxi,69,1,True,hobby,2,False
296,Leah Curtis,female,55,Black,extended family,1,9,3,3,1,United States,6.951,Florida,2,6,2,8,C+,13,10,1,20.0,bicycle,200,9,False,,,True
297,Christoffer Poulsen,male,57,Asian,extended family,1,4,4,2,10,Denmark,5.62,Sjælland,4,4,1,10,B−,13,2,0,7.7,taxi,51,7,False,,,True
298,Brielle Liu,female,43,Arab,Abandonned,2,7,2,1,1,Canada,9.103,Yukon,6,3,5,8,D−,9,2,2,1.3,walking,78,5,True,craftsmanship,6,True
299,Delores Hudson,female,22,Asian,Abandonned,1,5,4,2,8,United States,7.951,Mississippi,5,3,5,2,D,L1,6,3,1.2,bus,11,2,True,craftsmanship,7,False
300,Emilie Jørgensen,female,41,Asian,biological family,1,9,3,2,1,Denmark,7.62,Danmark,5,5,3,9,B−,L1,10,3,5.8,train,49,5,True,craftsmanship,4,False
301,Christina Butler,female,31,Arab,Adopted,5,5,2,1,4,United Kingdom,7.064,Rutland,7,3,4,4,A+,13,3,1,5.3,walking,318,1,False,,,False
302,Larry Cole,male,54,White,extended family,2,4,2,2,2,United States,6.951,Tennessee,4,9,8,5,D−,1,10,3,1.8,motorbike,10,8,True,repetitive labour,5,False
303,Julian Guillot,male,55,Hispanic,extended family,4,8,2,1,3,Switzerland,9.571,Graubünden,2,10,3,4,A−,1,9,1,9.2,car,55,8,False,,,False
304,Chesmil Beley,male,27,Asian,Adopted,5,10,2,1,4,Ukraine,6.875,Harkivska,2,10,4,5,D+,L2,8,0,5.0,car,30,5,True,hobby,5,True
305,Jerry Burke,male,64,Asian,Abandonned,3,6,1,1,7,Ireland,9.085,Louth,8,8,1,5,D,L2,7,1,24.5,car,147,9,False,,,True
306,Carol Porto,female,50,Black,biological family,1,6,4,2,6,Brazil,4.33,Alagoas,2,9,9,1,B−,12,9,3,7.4,walking,444,4,True,repetitive labour,1,True
307,Hithakshi Bansal,female,46,Arab,biological family,4,6,3,1,3,India,5.819,Andaman and Nicobar Islands,3,1,10,2,D+,14,7,0,14.9,train,127,2,False,,,False
308,Liana Hammes,female,74,Hispanic,step family,2,10,2,2,4,Germany,8.155000000000001,Schleswig-Holstein,1,5,3,8,D+,M1,4,2,9.5,bicycle,95,4,False,,,False
309,Muna Gjøsund,female,32,Arab,step family,3,5,4,4,10,Norway,6.392,Bergen,2,10,4,8,C+,L2,6,0,4.8,bicycle,47,6,True,repetitive labour,1,True
310,Isabel Molina,female,23,White,Adopted,1,7,4,4,1,Spain,7.491,Melilla,6,7,10,8,D−,10,3,3,4.5,walking,270,2,False,,,False
311,Rogerio Bustos,male,40,Arab,Adopted,3,4,3,3,8,Mexico,5.317,Veracruz,3,7,7,8,B+,9,4,2,3.6,train,30,1,True,repetitive labour,10,False
312,Mackenzie Thomas,female,46,Hispanic,Adopted,2,3,1,1,10,New Zealand,6.277,Nelson,4,9,1,4,D−,M2,8,0,12.2,motorbike,73,7,True,hobby,2,True
313,علیرضا رضایی,male,68,Arab,biological family,1,3,4,2,8,Iran,3.721,کرمانشاه,1,7,6,10,B,13,2,3,2.3,car,13,10,False,,,False
314,Gabriel Villanueva,male,32,White,extended family,4,7,1,1,7,Mexico,7.317,Michoacan,3,5,8,3,B+,12,7,2,11.6,taxi,77,2,False,,,False
315,Sofia Duncan,female,31,White,biological family,2,3,4,3,3,United Kingdom,7.064,Tyne and Wear,3,10,9,6,A+,11,7,1,18.0,taxi,120,10,True,craftsmanship,2,True
316,Anya Hermens,female,72,White,biological family,3,7,2,1,8,Netherlands,5.464,Zuid-Holland,2,5,8,1,B,14,3,2,4.5,car,27,6,True,hobby,4,False
317,Gilbert West,male,33,Asian,Abandonned,5,8,4,4,2,United States,8.951,Kansas,8,5,6,6,F,11,7,0,4.8,metro,72,7,False,,,True
